Original Text,Replacement Text,Phonemes,Languages,Voice IDs,Active,Ignore Case,App Bundle IDs
"Получается, 65-70% приходится все-таки на российскую продукцию"", - рассуждает Касьянова.","It turns out, 65-70% is still on Russian products, ""says Kasyanov.","This means that 65-70% still comes from Russian output”, Kasyanova reasons.",0.4006817948520483,,TRUE,FALSE,
Může jich být ovšem i mnohem víc.,Of them he can be however and much more.,"But of course, there could be many more.",-0.4497200909865601,,TRUE,FALSE,
"A stejně jako neexistuje žádná vina, která by se dala na někoho svést, neexistují ani věci, které by se měly napravit, ani kdyby náprava byla vhodná a možná.","As there is no fault , which would be to bring , nor are there things that should be corrected , even if the remedy is suitable and perhaps .","And just as there is no blame to be apportioned, so there are no amends to be made, were amends appropriate and were there any way of making them.",-1.865108836162564,,TRUE,FALSE,
"Рестораны фастфуда, которые ответили на запрос ""Денег"", тоже довольно спокойно реагируют на санкции.","The fast food restaurants that responded to the inquiry of ""Money"", is also quite easy to respond to sanctions.",The fast food restaurants that responded to Kommersant-Dengi’s survey were also fairly calm about the situation.,-0.1701482581503784,,TRUE,FALSE,
Он посмотрел на них еще раз.,He looked at them again.,He looked again.,0.6802536276882301,,TRUE,FALSE,
"""Nach dem Tod meines Freundes Richard Dimbath haben wir die Vereinsaktivitäten aus Respekt zunächst ruhen lassen"". Diese ""Denkphase"" sei nötig gewesen, um ""zu überlegen, wie es weitergehen könnte"".","""After death of my friend Richard Dimbath we have rest let"" the society activities out of respect first of all. This phase"" ""think had been necessary go on could"" in order ""to consider, how it.","""After the death of my friend, Richard Dimbath, we adjourned the club's activities initially out of respect"". This ""period of thought"" has been necessary to ""think about how it can proceed"".",-1.865108836162564,,TRUE,FALSE,
"Bottaksen tontille varmistus - lähes 1,5 hehtaaria järven rannalta",Property Bottaksen confirmation - nearly 1.5 acres on the shore of the lake,Bottas’s lot confirmed – nearly 1.5 hectares at a lake front,0.1152667683508349,,TRUE,FALSE,
"Первые из 63 украинских солдат, которые, по имеющимся сведениям, удерживаются в Иловайске в результате российского вторжения, были обменяны в воскресенье на 10 российских авиадесантников, захваченных на украинской территории неделю назад, сообщил Лысенко в воскресенье.","The first of 63 Ukrainian soldiers who, reportedly held in Ilovaysk as a result of the Russian invasion, were exchanged on Sunday 10 Russian aviadistino captured on Ukrainian territory a week ago, Lysenko reported on Sunday.","The first of a reported 63 Ukrainian soldiers who were trapped in Ilovaysk by the Russian incursion were swapped Sunday for 10 Russian paratroopers captured inside Ukrainian territory a week ago, Lysenko said Sunday.",-0.7234487301577102,,TRUE,FALSE,
"И еще неизвестно, что будет проще - победить мошенников или убедить водителей в надежности ""европротокола"".","And it is not yet clear what will be easier - to win fraudsters or convince drivers in the reliability of the ""evroprotocola.""",It’s still not clear what will be easier: defeating the fraudsters or convincing drivers of the reliability of the “europrotocol”.,-0.7234487301577102,,TRUE,FALSE,
"Bei der Demonstration sagten die Organisatoren, dass ihre Bewegung eine neue Stufe zivilen Ungehorsams erreicht habe und sie in den kommenden Wochen Protestwellen planten.","In the demonstration, the organizers said that their movement had reached a new stage of civil disobedience and planned them in the coming weeks.","At the demonstration, organizers said that their movement was entering a new stage of civil disobedience and that they would mount waves of protests in the coming weeks.",0.3948386011870167,,TRUE,FALSE,
"Die Waffenruhe sorgte für ein sofortiges Ende der Kämpfe; wichtige Probleme bleiben jedoch ungelöst, wie die Forderung der Hamas nach einer Aufhebung der israelisch-ägyptischen Blockade von Gaza und der Wiedereröffnung der Luft- und Seehäfen in Gaza.","The cease-fire caused an immediate end to the fighting; important issues remain unresolved, such as Hamas's demand for a lifting of the Israeli-Egyptian blockade of Gaza and the reopening of air and sea ports in Gaza.","The cease-fire brought an immediate end to the fighting but left key issues unresolved, such as Hamas' demand for the lifting of an Israel-Egyptian blockade of Gaza and the reopening of Gaza's air and seaports.",1.245240487025625,,TRUE,FALSE,
"V červnu firma ohlásila, že od začátku roku do konce dubna prodala 3 742 nemovitostí, téměř o třetinu víc než před vrcholem krize v roce 2007.","In June, the company announced that since the beginning of the year to the end of April 3 742 sold real estate, almost a third more than before the crisis in 2007.","In June the company reported it had sold 3,742 new homes in the year to the end of April - almost a third more than the pre-crisis peak in 2007.",0.9656686541894436,,TRUE,FALSE,
"Jazziakaan ei ollut varsinaisesti julistettu kielletyksi, sitä ei vain soitettu.","The banned Jazziakaan had not actually been declared, it has just been played.","Jazz, too, without exactly being proscribed, wasn't played.",-1.294278783160137,,TRUE,FALSE,
Karrathská policie obvinila dvacetiletého mladíka z neuposlechnutí výzvy k zastavení a neopatrného řízení.,Karrathská police accused twenty young man from disobeying the call to halt and imprudent driving.,Karratha Police have charged a 20-year-old man with failing to stop and reckless driving.,-0.1701482581503784,,TRUE,FALSE,
Die globale Asbestproduktion steigt auf mehr als 30.000 Tonnen jährlich an.,"The global asbestos production rises to more than 30,000 tonnes per year.","Global asbestos production rises to more than 30,000 tons annually.",1.524812319861807,,TRUE,FALSE,
"Es ist schwer, das zu akzeptieren, wenn einem etwas so Unfaires zustößt.","It's hard to accept that, if a bit so happens Unfair.",It is hard to accept it when something so terribly unfair happens to you.,0.1152667683508349,,TRUE,FALSE,
A.cz: A kolik se vám už podařilo zachránit ukrajinských zajatců?,A.cz : and how much you have managed to save the Ukrainian prisoners ?,A.cz: And how many Ukrainian prisoners of war have you already managed to rescue?,0.6802536276882301,,TRUE,FALSE,
"Zu den Filmwerken Palmers gehören ""Liebe ist unbesiegbar"" mit Liam Hemsworth.","Among the films include Palmers ""love is invincible"" with Liam Hemsworth.","Palmer's film credits include Love And Honor, opposite Liam Hemsworth.",-0.1701482581503784,,TRUE,FALSE,
"Trotz der Verbesserung der telemedizinischen Dienste, um den Entfernungen etwas entgegenzusetzen, schlug sie als mögliche Abhilfe eine Verstärkung des Service von eingeflogenen Ärzten vor, um Spezialisten die Möglichkeit zu geben, Frauen dichter an deren Wohnort zu versorgen, sowie Behandlungsprogramme für Menschen außerhalb ihrer Region.","Despite the improvement of telemedicine services, to oppose the distances something she suggested as a possible remedy a gain of service flown in doctors before to give specialists the opportunity to provide women closer to their home, as well as treatment programs for people living outside their region.","Despite improving tele-medicine services to lessen the tyranny of distance, she suggested more fly-in, fly-out services to allow specialists to treat women closer to home and programs to support people in treatment away from their communities could help.",0.1152667683508349,,TRUE,FALSE,
